index,title,cast,director,keywords,genres,soup
97,Heidi Fleiss: Hollywood Madam,"['nickbroomfield', 'heidifleiss', 'madamalex']",nickbroomfield,"['narration', 'hollywood', 'prostitution']",['documentary'],"['narration', 'hollywood', 'prostitution', 'nickbroomfield', 'heidifleiss', 'madamalex', 'nickbroomfield', 'documentary']"
98,City Hall,"['alpacino', 'johncusack', 'bridgetfonda']",haroldbecker,"['corruption', 'undercover', 'warondrugs']","['drama', 'thriller']","['corruption', 'undercover', 'warondrugs', 'alpacino', 'johncusack', 'bridgetfonda', 'haroldbecker', 'drama', 'thriller']"
99,Bottle Rocket,"['lukewilson', 'owenwilson', 'lumicavazos']",wesanderson,"['brotherbrotherrelationship', 'robbery', 'burglar']","['comedy', 'crime', 'drama']","['brotherbrotherrelationship', 'robbery', 'burglar', 'lukewilson', 'owenwilson', 'lumicavazos', 'wesanderson', 'comedy', 'crime', 'drama']"
100,Mr. Wrong,"['ellendegeneres', 'billpullman', 'joancusack']",nickcastle,[],"['comedy', 'romance']","['ellendegeneres', 'billpullman', 'joancusack', 'nickcastle', 'comedy', 'romance']"
101,Unforgettable,"['rayliotta', 'lindafiorentino', 'petercoyote']",johndahl,"['wifehusbandrelationship', 'experiment', 'police']","['drama', 'mystery', 'sciencefiction']","['wifehusbandrelationship', 'experiment', 'police', 'rayliotta', 'lindafiorentino', 'petercoyote', 'johndahl', 'drama', 'mystery', 'sciencefiction']"
102,Happy Gilmore,"['adamsandler', 'benstiller', 'christophermcdonald']",dennisdugan,"['lossofmother', 'lossoffather', 'golf']",['comedy'],"['lossofmother', 'lossoffather', 'golf', 'adamsandler', 'benstiller', 'christophermcdonald', 'dennisdugan', 'comedy']"
103,The Bridges of Madison County,"['merylstreep', 'clinteastwood', 'anniecorley']",clinteastwood,"['farewell', 'adultery', 'loveatfirstsight']","['drama', 'romance']","['farewell', 'adultery', 'loveatfirstsight', 'merylstreep', 'clinteastwood', 'anniecorley', 'clinteastwood', 'drama', 'romance']"
104,Nobody Loves Me,"['mariaschrader', 'pierresanoussi-bliss', 'michaelvonau']",dorisdörrie,"['prophecy', 'voodoo', 'single']","['drama', 'comedy', 'family']","['prophecy', 'voodoo', 'single', 'mariaschrader', 'pierresanoussi-bliss', 'michaelvonau', 'dorisdörrie', 'drama', 'comedy', 'family']"
105,Muppet Treasure Island,"['timcurry', 'kevinbishop', 'jennifersaunders']",brianhenson,"['island', 'pirategang', 'puppet']","['action', 'comedy', 'music']","['island', 'pirategang', 'puppet', 'timcurry', 'kevinbishop', 'jennifersaunders', 'brianhenson', 'action', 'comedy', 'music']"
106,Catwalk,"['christyturlington', 'azzedinealaïa', 'giorgioarmani']",robertleacock,[],['documentary'],"['christyturlington', 'azzedinealaïa', 'giorgioarmani', 'robertleacock', 'documentary']"
107,Headless Body in Topless Bar,"['raymondj.barry', 'rustambranaman', 'jennifermacdonald']",jamesbruce,['ex-con'],['crime'],"['ex-con', 'raymondj.barry', 'rustambranaman', 'jennifermacdonald', 'jamesbruce', 'crime']"
108,Braveheart,"['melgibson', 'catherinemccormack', 'sophiemarceau']",melgibson,"['individual', 'scotland', 'inlovewithenemy']","['action', 'drama', 'history']","['individual', 'scotland', 'inlovewithenemy', 'melgibson', 'catherinemccormack', 'sophiemarceau', 'melgibson', 'action', 'drama', 'history']"
109,Taxi Driver,"['robertdeniro', 'cybillshepherd', 'harveykeitel']",martinscorsese,"['vietnamveteran', 'taxi', 'obsession']","['crime', 'drama']","['vietnamveteran', 'taxi', 'obsession', 'robertdeniro', 'cybillshepherd', 'harveykeitel', 'martinscorsese', 'crime', 'drama']"
110,Rumble in the Bronx,"['jackiechan', 'anitamui', 'françoiseyip']",stanleytong,"['newyork', 'martialarts', 'supermarket']","['crime', 'action', 'comedy']","['newyork', 'martialarts', 'supermarket', 'jackiechan', 'anitamui', 'françoiseyip', 'stanleytong', 'crime', 'action', 'comedy']"
111,Before and After,"['merylstreep', 'liamneeson', 'edwardfurlong']",barbetschroeder,[],"['drama', 'thriller']","['merylstreep', 'liamneeson', 'edwardfurlong', 'barbetschroeder', 'drama', 'thriller']"
112,Margaret's Museum,"['helenabonhamcarter', 'cliverussell', 'craigolejnik']",mortransen,"['mining', 'dancelesson', 'coalmining']",['drama'],"['mining', 'dancelesson', 'coalmining', 'helenabonhamcarter', 'cliverussell', 'craigolejnik', 'mortransen', 'drama']"
113,Happiness Is in the Field,"['michelserrault', 'eddymitchell', 'sabineazéma']",étiennechatiliez,"['bestfriend', 'twins', 'country']",['comedy'],"['bestfriend', 'twins', 'country', 'michelserrault', 'eddymitchell', 'sabineazéma', 'étiennechatiliez', 'comedy']"
114,Anne Frank Remembered,"['kennethbranagh', 'glennclose']",jonblair,"['fascism', 'auschwitz', 'typhus']","['documentary', 'drama', 'foreign']","['fascism', 'auschwitz', 'typhus', 'kennethbranagh', 'glennclose', 'jonblair', 'documentary', 'drama', 'foreign']"
115,The Young Poisoner's Handbook,"['tobiasarnold', 'ruthsheen', 'rogerlloydpack']",benjaminross,"['londonengland', 'poison', 'basedontruestory']","['comedy', 'crime', 'drama']","['londonengland', 'poison', 'basedontruestory', 'tobiasarnold', 'ruthsheen', 'rogerlloydpack', 'benjaminross', 'comedy', 'crime', 'drama']"
116,If Lucy Fell,"['sarahjessicaparker', 'ellemacpherson', 'scarlettjohansson']",ericschaeffer,"['roommate', 'single', 'love']","['comedy', 'romance']","['roommate', 'single', 'love', 'sarahjessicaparker', 'ellemacpherson', 'scarlettjohansson', 'ericschaeffer', 'comedy', 'romance']"
117,Steal Big Steal Little,"['andygarcía', 'alanarkin', 'rachelticotin']",andrewdavis,"['brotherbrotherrelationship', 'twinbrother', 'lawyer']","['comedy', 'drama']","['brotherbrotherrelationship', 'twinbrother', 'lawyer', 'andygarcía', 'alanarkin', 'rachelticotin', 'andrewdavis', 'comedy', 'drama']"
118,Race the Sun,"['halleberry', 'jimbelushi', 'caseyaffleck']",charlest.kanganis,"['hawaii', 'australia', 'teacher']","['action', 'adventure', 'comedy']","['hawaii', 'australia', 'teacher', 'halleberry', 'jimbelushi', 'caseyaffleck', 'charlest.kanganis', 'action', 'adventure', 'comedy']"
119,The Boys of St. Vincent,"['henryczerny', 'johnnymorina', 'briandooley']",johnn.smith,[],['drama'],"['henryczerny', 'johnnymorina', 'briandooley', 'johnn.smith', 'drama']"
120,Boomerang,"['eddiemurphy', 'robingivens', 'halleberry']",reginaldhudlin,"['roleofwomen', 'ladykiller', 'success']","['comedy', 'romance']","['roleofwomen', 'ladykiller', 'success', 'eddiemurphy', 'robingivens', 'halleberry', 'reginaldhudlin', 'comedy', 'romance']"
121,Chungking Express,"['brigittelin', 'tonyleungchiu-wai', 'fayewong']",wongkar-wai,"['ex-girlfriend', 'drugsmuggle', 'girlfriend']","['drama', 'comedy', 'romance']","['ex-girlfriend', 'drugsmuggle', 'girlfriend', 'brigittelin', 'tonyleungchiu-wai', 'fayewong', 'wongkar-wai', 'drama', 'comedy', 'romance']"
122,The Star Maker,"['sergiocastellitto', 'tizianalodato', 'francoscaldati']",giuseppetornatore,[],"['drama', 'romance']","['sergiocastellitto', 'tizianalodato', 'francoscaldati', 'giuseppetornatore', 'drama', 'romance']"
123,Flirting with Disaster,"['benstiller', 'patriciaarquette', 'téaleoni']",davido.russell,"['lsd', 'lookingforbirthparents', 'half-brother']","['comedy', 'romance']","['lsd', 'lookingforbirthparents', 'half-brother', 'benstiller', 'patriciaarquette', 'téaleoni', 'davido.russell', 'comedy', 'romance']"
124,The Neverending Story III: Escape from Fantasia,"['jasonjamesrichter', 'melodykay', 'kevinmcnulty']",petermacdonald,"['flying', 'magic']",['fantasy'],"['flying', 'magic', 'jasonjamesrichter', 'melodykay', 'kevinmcnulty', 'petermacdonald', 'fantasy']"
125,The Silences of the Palace,"['amelhedhili', 'najiaouerghi', 'fatimabensaïdane']",moufidatlatli,['womandirector'],['drama'],"['womandirector', 'amelhedhili', 'najiaouerghi', 'fatimabensaïdane', 'moufidatlatli', 'drama']"
126,Jupiter's Wife,['maggiecogan'],michelnegroponte,[],[],"['maggiecogan', 'michelnegroponte']"
127,Pie in the Sky,"['joshcharles', 'anneheche', 'johngoodman']",bryangordon,[],"['comedy', 'romance']","['joshcharles', 'anneheche', 'johngoodman', 'bryangordon', 'comedy', 'romance']"
128,Angela,"['mirandarhyne', 'charlotteeveblythe', 'annalevine']",rebeccamiller,"['independentfilm', 'womandirector']","['comedy', 'drama']","['independentfilm', 'womandirector', 'mirandarhyne', 'charlotteeveblythe', 'annalevine', 'rebeccamiller', 'comedy', 'drama']"
129,Frankie Starlight,"['mattdillon', 'corbanwalker', 'gabrielbyrne']",michaellindsay-hogg,"['boy', 'writer', 'ireland']","['drama', 'romance', 'war']","['boy', 'writer', 'ireland', 'mattdillon', 'corbanwalker', 'gabrielbyrne', 'michaellindsay-hogg', 'drama', 'romance', 'war']"
130,Jade,"['davidcaruso', 'lindafiorentino', 'chazzpalminteri']",williamfriedkin,"['callgirl', 'sanfrancisco', 'investigation']","['action', 'thriller', 'mystery']","['callgirl', 'sanfrancisco', 'investigation', 'davidcaruso', 'lindafiorentino', 'chazzpalminteri', 'williamfriedkin', 'action', 'thriller', 'mystery']"
131,Nueba Yol,"['luisitomarti', 'alfonsozayas', 'caridadravelo']",ángelmuñiz,"['newyork', 'emigration', 'dominicanrepublic']","['comedy', 'drama', 'romance']","['newyork', 'emigration', 'dominicanrepublic', 'luisitomarti', 'alfonsozayas', 'caridadravelo', 'ángelmuñiz', 'comedy', 'drama', 'romance']"
132,Sonic Outlaws,"['lloyddunn', 'chrisgrigg', 'markhosler']",craigbaldwin,[],"['music', 'documentary']","['lloyddunn', 'chrisgrigg', 'markhosler', 'craigbaldwin', 'music', 'documentary']"
133,Down Periscope,"['kelseygrammer', 'laurenholly', 'robschneider']",davids.ward,"['submarine', 'u.s.navy', 'misfit']",['comedy'],"['submarine', 'u.s.navy', 'misfit', 'kelseygrammer', 'laurenholly', 'robschneider', 'davids.ward', 'comedy']"
134,From the Journals of Jean Seberg,"['jeanseberg', 'marybethhurt']",markrappaport,['biography'],['documentary'],"['biography', 'jeanseberg', 'marybethhurt', 'markrappaport', 'documentary']"
135,Man of the Year,"['dirkshafer', 'marystein', 'claudettesutherland']",dirkshafer,"['homosexuality', 'independentfilm', 'mockumentary']",['comedy'],"['homosexuality', 'independentfilm', 'mockumentary', 'dirkshafer', 'marystein', 'claudettesutherland', 'dirkshafer', 'comedy']"
136,The Neon Bible,"['jacobtierney', 'drakebell', 'genarowlands']",terencedavies,"['southernusa', 'basedonnovel', 'singer']",['drama'],"['southernusa', 'basedonnovel', 'singer', 'jacobtierney', 'drakebell', 'genarowlands', 'terencedavies', 'drama']"
137,Target,[],sandipray,[],[],['sandipray']
138,Up Close & Personal,"['robertredford', 'michellepfeiffer', 'stockardchanning']",jonavnet,"['skabundertv', 'foran', 'nederstehylde']","['drama', 'romance']","['skabundertv', 'foran', 'nederstehylde', 'robertredford', 'michellepfeiffer', 'stockardchanning', 'jonavnet', 'drama', 'romance']"
139,The Birdcage,"['robinwilliams', 'genehackman', 'nathanlane']",mikenichols,"['gay', 'dragqueen', 'homophobia']",['comedy'],"['gay', 'dragqueen', 'homophobia', 'robinwilliams', 'genehackman', 'nathanlane', 'mikenichols', 'comedy']"
140,Virgin Mary,"['martinsheen', 'michaelyork', 'morganfairchild']",jakovsedlar,"['mountain', 'miracle', 'apparition']",['drama'],"['mountain', 'miracle', 'apparition', 'martinsheen', 'michaelyork', 'morganfairchild', 'jakovsedlar', 'drama']"
141,The Brothers McMullen,"['sharialbert', 'maxinebahns', 'catharinebolz']",edwardburns,"['love', 'independentfilm', 'bestfriend']","['comedy', 'drama', 'romance']","['love', 'independentfilm', 'bestfriend', 'sharialbert', 'maxinebahns', 'catharinebolz', 'edwardburns', 'comedy', 'drama', 'romance']"
142,Bad Boys,"['willsmith', 'martinlawrence', 'téaleoni']",michaelbay,"['miami', 'detective', 'handcuffs']","['action', 'comedy', 'crime']","['miami', 'detective', 'handcuffs', 'willsmith', 'martinlawrence', 'téaleoni', 'michaelbay', 'action', 'comedy', 'crime']"
143,The Amazing Panda Adventure,"['stephenlang', 'ryanslater', 'yiding']",christophercain,"['china', 'panda', 'poacher']","['action', 'adventure', 'drama']","['china', 'panda', 'poacher', 'stephenlang', 'ryanslater', 'yiding', 'christophercain', 'action', 'adventure', 'drama']"
144,The Basketball Diaries,"['leonardodicaprio', 'lorrainebracco', 'jamesmadio']",scottkalvert,"['sport', 'basketball', 'addiction']","['drama', 'crime']","['sport', 'basketball', 'addiction', 'leonardodicaprio', 'lorrainebracco', 'jamesmadio', 'scottkalvert', 'drama', 'crime']"
145,An Awfully Big Adventure,"['alanrickman', 'hughgrant', 'georginacates']",mikenewell,"['england', 'basedonnovel', 'liverpool']","['romance', 'drama', 'comedy']","['england', 'basedonnovel', 'liverpool', 'alanrickman', 'hughgrant', 'georginacates', 'mikenewell', 'romance', 'drama', 'comedy']"
146,Amateur,"['isabellehuppert', 'martindonovan', 'elinalöwensohn']",halhartley,['independentfilm'],"['crime', 'comedy', 'drama']","['independentfilm', 'isabellehuppert', 'martindonovan', 'elinalöwensohn', 'halhartley', 'crime', 'comedy', 'drama']"
147,Apollo 13,"['tomhanks', 'billpaxton', 'kevinbacon']",ronhoward,"['moon', 'florida', 'nasa']",['drama'],"['moon', 'florida', 'nasa', 'tomhanks', 'billpaxton', 'kevinbacon', 'ronhoward', 'drama']"
148,Rob Roy,"['liamneeson', 'jessicalange', 'johnhurt']",michaelcaton-jones,"['scotland', 'biography', '18thcentury']",['adventure'],"['scotland', 'biography', '18thcentury', 'liamneeson', 'jessicalange', 'johnhurt', 'michaelcaton-jones', 'adventure']"
149,The Addiction,"['lilitaylor', 'christopherwalken', 'annabellasciorra']",abelferrara,"['newyork', 'philosophy', 'vampire']","['drama', 'horror']","['newyork', 'philosophy', 'vampire', 'lilitaylor', 'christopherwalken', 'annabellasciorra', 'abelferrara', 'drama', 'horror']"
150,Batman Forever,"['valkilmer', 'tommyleejones', 'jimcarrey']",joelschumacher,"['riddle', 'dccomics', 'rose']","['action', 'crime', 'fantasy']","['riddle', 'dccomics', 'rose', 'valkilmer', 'tommyleejones', 'jimcarrey', 'joelschumacher', 'action', 'crime', 'fantasy']"
151,Belle de Jour,"['catherinedeneuve', 'michelpiccoli', 'jeansorel']",luisbuñuel,"['prostitute', 'adultery', 'doublelife']","['drama', 'romance']","['prostitute', 'adultery', 'doublelife', 'catherinedeneuve', 'michelpiccoli', 'jeansorel', 'luisbuñuel', 'drama', 'romance']"
152,Beyond Rangoon,"['patriciaarquette', 'francesmcdormand', 'uaungko']",johnboorman,"['burma', 'rangoon', 'doctor']","['drama', 'thriller']","['burma', 'rangoon', 'doctor', 'patriciaarquette', 'francesmcdormand', 'uaungko', 'johnboorman', 'drama', 'thriller']"
153,Blue in the Face,"['harveykeitel', 'loureed', 'michaelj.fox']",paulauster,"['smoking', 'cornershop', 'cigarette']",['comedy'],"['smoking', 'cornershop', 'cigarette', 'harveykeitel', 'loureed', 'michaelj.fox', 'paulauster', 'comedy']"
154,Canadian Bacon,"['johncandy', 'alanalda', 'rheaperlman']",michaelmoore,[],"['action', 'comedy']","['johncandy', 'alanalda', 'rheaperlman', 'michaelmoore', 'action', 'comedy']"
155,Casper,"['christinaricci', 'billpullman', 'cathymoriarty']",bradsilberling,"['halloween', 'friendship', 'supernatural']","['fantasy', 'comedy', 'family']","['halloween', 'friendship', 'supernatural', 'christinaricci', 'billpullman', 'cathymoriarty', 'bradsilberling', 'fantasy', 'comedy', 'family']"
156,Clockers,"['harveykeitel', 'johnturturro', 'delroylindo']",spikelee,"['drugpusher', 'train', 'drug']","['mystery', 'crime', 'drama']","['drugpusher', 'train', 'drug', 'harveykeitel', 'johnturturro', 'delroylindo', 'spikelee', 'mystery', 'crime', 'drama']"
157,Congo,"['lauralinney', 'dylanwalsh', 'erniehudson']",frankmarshall,"['gorilla', 'kongo', 'diamondmine']","['action', 'adventure', 'drama']","['gorilla', 'kongo', 'diamondmine', 'lauralinney', 'dylanwalsh', 'erniehudson', 'frankmarshall', 'action', 'adventure', 'drama']"
158,Crimson Tide,"['denzelwashington', 'genehackman', 'mattcraven']",tonyscott,"['submarine', 'mutiny', 'russia']","['action', 'thriller', 'drama']","['submarine', 'mutiny', 'russia', 'denzelwashington', 'genehackman', 'mattcraven', 'tonyscott', 'action', 'thriller', 'drama']"
159,Crumb,"['robertcrumb', 'alinekominsky', 'charlescrumb']",terryzwigoff,"['underground', 'biography', 'art']",['documentary'],"['underground', 'biography', 'art', 'robertcrumb', 'alinekominsky', 'charlescrumb', 'terryzwigoff', 'documentary']"
160,Desperado,"['antoniobanderas', 'salmahayek', 'joaquimdealmeida']",robertrodriguez,"['gunslinger', 'antiterror', 'ambush']","['thriller', 'action', 'crime']","['gunslinger', 'antiterror', 'ambush', 'antoniobanderas', 'salmahayek', 'joaquimdealmeida', 'robertrodriguez', 'thriller', 'action', 'crime']"
161,Devil in a Blue Dress,"['denzelwashington', 'tomsizemore', 'jenniferbeals']",carlfranklin,"['jazzclub', 'murder', 'losangeles']","['drama', 'mystery', 'thriller']","['jazzclub', 'murder', 'losangeles', 'denzelwashington', 'tomsizemore', 'jenniferbeals', 'carlfranklin', 'drama', 'mystery', 'thriller']"
162,Die Hard: With a Vengeance,"['brucewillis', 'jeremyirons', 'samuell.jackson']",johnmctiernan,"['bomb', 'taxi', 'riddle']","['action', 'thriller']","['bomb', 'taxi', 'riddle', 'brucewillis', 'jeremyirons', 'samuell.jackson', 'johnmctiernan', 'action', 'thriller']"
163,The Doom Generation,"['rosemcgowan', 'jamesduval', 'johnathonschaech']",greggaraki,"['sex', 'eroticism', 'nudity']","['action', 'comedy', 'crime']","['sex', 'eroticism', 'nudity', 'rosemcgowan', 'jamesduval', 'johnathonschaech', 'greggaraki', 'action', 'comedy', 'crime']"
164,Feast of July,"['embethdavidtz', 'tombell', 'gemmajones']",christophermenaul,[],"['drama', 'crime']","['embethdavidtz', 'tombell', 'gemmajones', 'christophermenaul', 'drama', 'crime']"
165,First Knight,"['seanconnery', 'richardgere', 'juliaormond']",jerryzucker,"['camelot', 'knight', 'kingarthur']","['action', 'adventure', 'drama']","['camelot', 'knight', 'kingarthur', 'seanconnery', 'richardgere', 'juliaormond', 'jerryzucker', 'action', 'adventure', 'drama']"
166,Free Willy 2 - The Adventure Home,"['jasonjamesrichter', 'michaelmadsen', 'jayneatkinson']",dwighth.little,"['humananimalrelationship', 'whale', 'killerwhale']",['adventure'],"['humananimalrelationship', 'whale', 'killerwhale', 'jasonjamesrichter', 'michaelmadsen', 'jayneatkinson', 'dwighth.little', 'adventure']"
167,Hackers,"['jonnyleemiller', 'angelinajolie', 'jessebradford']",iainsoftley,"['femalenudity', 'hacker', 'nudity']","['action', 'crime', 'thriller']","['femalenudity', 'hacker', 'nudity', 'jonnyleemiller', 'angelinajolie', 'jessebradford', 'iainsoftley', 'action', 'crime', 'thriller']"
